source,timestamp,severity,ip,dest_ip,threat_type,details,category
SSH Logs,Jan 21 07:10:38,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user service from 192.168.0.15 port 52184 ssh2,
SSH Logs,Jan 21 07:10:39,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user splunkadmin 192.168.0.15 port 52174 [preauth],
SSH Logs,Jan 21 07:10:39,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user scpuser from 192.168.0.15 port 52186,
SSH Logs,Jan 21 07:10:39,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user service 192.168.0.15 port 52184 [preauth],
SSH Logs,Jan 21 07:10:40,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52188,
SSH Logs,Jan 21 07:10:41,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user scpuser from 192.168.0.15 port 52186 ssh2,
SSH Logs,Jan 21 07:10:42,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user scpuser 192.168.0.15 port 52186 [preauth],
SSH Logs,Jan 21 07:10:42,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52188 ssh2,
SSH Logs,Jan 21 07:10:43,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52190 ssh2,
SSH Logs,Jan 21 07:10:43,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52192 ssh2,
SSH Logs,Jan 21 07:10:44,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52188 [preauth],
SSH Logs,Jan 21 07:10:44,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52190 [preauth],
SSH Logs,Jan 21 07:10:45,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52192 [preauth],
SSH Logs,Jan 21 07:10:46,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52212 ssh2,
SSH Logs,Jan 21 07:10:46,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52214,
SSH Logs,Jan 21 07:10:47,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52212 [preauth],
SSH Logs,Jan 21 07:10:49,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52214 ssh2,
SSH Logs,Jan 21 07:10:49,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52216 ssh2,
SSH Logs,Jan 21 07:10:49,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52218 ssh2,
SSH Logs,Jan 21 07:10:50,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52216 [preauth],
SSH Logs,Jan 21 07:10:50,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52214 [preauth],
SSH Logs,Jan 21 07:10:50,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52218 [preauth],
SSH Logs,Jan 21 07:10:51,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52230 ssh2,
SSH Logs,Jan 21 07:10:52,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52234,
SSH Logs,Jan 21 07:10:53,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52230 [preauth],
SSH Logs,Jan 21 07:10:54,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52232 ssh2,
SSH Logs,Jan 21 07:10:54,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52234 ssh2,
SSH Logs,Jan 21 07:10:54,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52236 ssh2,
SSH Logs,Jan 21 07:10:54,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52234 [preauth],
SSH Logs,Jan 21 07:10:55,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52232 [preauth],
SSH Logs,Jan 21 07:10:55,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52236 [preauth],
SSH Logs,Jan 21 07:10:56,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52248,
SSH Logs,Jan 21 07:10:56,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52246 ssh2,
SSH Logs,Jan 21 07:10:57,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52246 [preauth],
SSH Logs,Jan 21 07:10:58,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52248 ssh2,
SSH Logs,Jan 21 07:10:59,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52252 ssh2,
SSH Logs,Jan 21 07:11:00,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52254 ssh2,
SSH Logs,Jan 21 07:11:00,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52248 [preauth],
SSH Logs,Jan 21 07:11:01,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52252 [preauth],
SSH Logs,Jan 21 07:11:01,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52254 [preauth],
SSH Logs,Jan 21 07:11:01,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52256 ssh2,
SSH Logs,Jan 21 07:11:02,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52268,
SSH Logs,Jan 21 07:11:02,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52256 [preauth],
SSH Logs,Jan 21 07:11:03,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52268 ssh2,
SSH Logs,Jan 21 07:11:04,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52268 [preauth],
SSH Logs,Jan 21 07:11:04,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52270 ssh2,
SSH Logs,Jan 21 07:11:04,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52270 [preauth],
SSH Logs,Jan 21 07:11:05,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52272 ssh2,
SSH Logs,Jan 21 07:11:06,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52278,
SSH Logs,Jan 21 07:11:06,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52274 ssh2,
SSH Logs,Jan 21 07:11:06,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52272 [preauth],
SSH Logs,Jan 21 07:11:07,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52278 ssh2,
SSH Logs,Jan 21 07:11:08,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52278 [preauth],
SSH Logs,Jan 21 07:11:08,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52274 [preauth],
SSH Logs,Jan 21 07:11:08,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52286 ssh2,
SSH Logs,Jan 21 07:11:08,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user 9MB2zCax from 192.168.0.15 port 52288,
SSH Logs,Jan 21 07:11:09,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52290,
SSH Logs,Jan 21 07:11:10,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52286 [preauth],
SSH Logs,Jan 21 07:11:11,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user 9MB2zCax from 192.168.0.15 port 52288 ssh2,
SSH Logs,Jan 21 07:11:12,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52290 ssh2,
SSH Logs,Jan 21 07:11:12,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52292 ssh2,
SSH Logs,Jan 21 07:11:13,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user 9MB2zCax 192.168.0.15 port 52288 [preauth],
SSH Logs,Jan 21 07:11:13,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52292 [preauth],
SSH Logs,Jan 21 07:11:13,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52290 [preauth],
SSH Logs,Jan 21 07:11:14,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52302 ssh2,
SSH Logs,Jan 21 07:11:15,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52302 [preauth],
SSH Logs,Jan 21 07:11:15,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52308,
SSH Logs,Jan 21 07:11:17,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52304 ssh2,
SSH Logs,Jan 21 07:11:17,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52306 ssh2,
SSH Logs,Jan 21 07:11:17,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52308 ssh2,
SSH Logs,Jan 21 07:11:18,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52304 [preauth],
SSH Logs,Jan 21 07:11:19,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52306 [preauth],
SSH Logs,Jan 21 07:11:19,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52308 [preauth],
SSH Logs,Jan 21 07:11:19,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52312 ssh2,
SSH Logs,Jan 21 07:11:21,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52312 [preauth],
SSH Logs,Jan 21 07:11:21,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52326,
SSH Logs,Jan 21 07:11:22,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52322 ssh2,
SSH Logs,Jan 21 07:11:22,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52324 ssh2,
SSH Logs,Jan 21 07:11:23,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52326 ssh2,
SSH Logs,Jan 21 07:11:24,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52322 [preauth],
SSH Logs,Jan 21 07:11:24,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52324 [preauth],
SSH Logs,Jan 21 07:11:25,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52332 ssh2,
SSH Logs,Jan 21 07:11:25,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52326 [preauth],
SSH Logs,Jan 21 07:11:26,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52332 [preauth],
SSH Logs,Jan 21 07:11:27,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52346,
SSH Logs,Jan 21 07:11:28,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52342 ssh2,
SSH Logs,Jan 21 07:11:28,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52344 ssh2,
SSH Logs,Jan 21 07:11:29,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52346 ssh2,
SSH Logs,Jan 21 07:11:29,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52346 [preauth],
SSH Logs,Jan 21 07:11:29,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52342 [preauth],
SSH Logs,Jan 21 07:11:30,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52344 [preauth],
SSH Logs,Jan 21 07:11:30,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52348 ssh2,
SSH Logs,Jan 21 07:11:31,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52358,
SSH Logs,Jan 21 07:11:32,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52348 [preauth],
SSH Logs,Jan 21 07:11:32,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52358 ssh2,
SSH Logs,Jan 21 07:11:33,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52360 ssh2,
SSH Logs,Jan 21 07:11:33,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52362 ssh2,
SSH Logs,Jan 21 07:11:33,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52358 [preauth],
SSH Logs,Jan 21 07:11:33,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52360 [preauth],
SSH Logs,Jan 21 07:11:33,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52362 [preauth],
SSH Logs,Jan 21 07:11:35,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52366,
SSH Logs,Jan 21 07:11:36,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52364 ssh2,
SSH Logs,Jan 21 07:11:37,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52366 ssh2,
SSH Logs,Jan 21 07:11:37,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52368 ssh2,
SSH Logs,Jan 21 07:11:37,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52364 [preauth],
SSH Logs,Jan 21 07:11:37,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52370 ssh2,
SSH Logs,Jan 21 07:11:39,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52368 [preauth],
SSH Logs,Jan 21 07:11:39,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52370 [preauth],
SSH Logs,Jan 21 07:11:39,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52366 [preauth],
SSH Logs,Jan 21 07:11:41,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52380 ssh2,
SSH Logs,Jan 21 07:11:41,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52386,
SSH Logs,Jan 21 07:11:41,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52380 [preauth],
SSH Logs,Jan 21 07:11:43,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52382 ssh2,
SSH Logs,Jan 21 07:11:43,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52384 ssh2,
SSH Logs,Jan 21 07:11:43,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52386 ssh2,
SSH Logs,Jan 21 07:11:44,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52382 [preauth],
SSH Logs,Jan 21 07:11:44,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52384 [preauth],
SSH Logs,Jan 21 07:11:45,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52406 ssh2,
SSH Logs,Jan 21 07:11:45,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52386 [preauth],
SSH Logs,Jan 21 07:11:46,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52406 [preauth],
SSH Logs,Jan 21 07:11:47,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52412,
SSH Logs,Jan 21 07:11:48,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52408 ssh2,
SSH Logs,Jan 21 07:11:48,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52410 ssh2,
SSH Logs,Jan 21 07:11:49,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52412 ssh2,
SSH Logs,Jan 21 07:11:50,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52408 [preauth],
SSH Logs,Jan 21 07:11:50,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52410 [preauth],
SSH Logs,Jan 21 07:11:50,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52424 ssh2,
SSH Logs,Jan 21 07:11:51,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52412 [preauth],
SSH Logs,Jan 21 07:11:52,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52424 [preauth],
SSH Logs,Jan 21 07:11:52,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52430,
SSH Logs,Jan 21 07:11:54,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52426 ssh2,
SSH Logs,Jan 21 07:11:54,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52428 ssh2,
SSH Logs,Jan 21 07:11:55,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52430 ssh2,
SSH Logs,Jan 21 07:11:55,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52432 ssh2,
SSH Logs,Jan 21 07:11:55,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52426 [preauth],
SSH Logs,Jan 21 07:11:55,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52428 [preauth],
SSH Logs,Jan 21 07:11:56,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52432 [preauth],
SSH Logs,Jan 21 07:11:56,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52430 [preauth],
SSH Logs,Jan 21 07:11:58,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52450,
SSH Logs,Jan 21 07:11:59,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52444 ssh2,
SSH Logs,Jan 21 07:11:59,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52446 ssh2,
SSH Logs,Jan 21 07:11:59,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52448 ssh2,
SSH Logs,Jan 21 07:12:00,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52450 ssh2,
SSH Logs,Jan 21 07:12:01,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52444 [preauth],
SSH Logs,Jan 21 07:12:01,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52446 [preauth],
SSH Logs,Jan 21 07:12:01,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52448 [preauth],
SSH Logs,Jan 21 07:12:02,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52450 [preauth],
SSH Logs,Jan 21 07:12:04,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52464 ssh2,
SSH Logs,Jan 21 07:12:04,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52470,
SSH Logs,Jan 21 07:12:04,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52466 ssh2,
SSH Logs,Jan 21 07:12:04,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52464 [preauth],
SSH Logs,Jan 21 07:12:05,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52466 [preauth],
SSH Logs,Jan 21 07:12:05,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52468 ssh2,
SSH Logs,Jan 21 07:12:05,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52468 [preauth],
SSH Logs,Jan 21 07:12:06,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52470 ssh2,
SSH Logs,Jan 21 07:12:08,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52472 ssh2,
SSH Logs,Jan 21 07:12:08,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52474 ssh2,
SSH Logs,Jan 21 07:12:08,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52470 [preauth],
SSH Logs,Jan 21 07:12:08,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52472 [preauth],
SSH Logs,Jan 21 07:12:08,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52474 [preauth],
SSH Logs,Jan 21 07:12:09,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52484 ssh2,
SSH Logs,Jan 21 07:12:10,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52486,
SSH Logs,Jan 21 07:12:10,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52484 [preauth],
SSH Logs,Jan 21 07:12:12,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52486 ssh2,
SSH Logs,Jan 21 07:12:12,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52488 ssh2,
SSH Logs,Jan 21 07:12:12,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52490 ssh2,
SSH Logs,Jan 21 07:12:12,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52486 [preauth],
SSH Logs,Jan 21 07:12:14,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52488 [preauth],
SSH Logs,Jan 21 07:12:14,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52490 [preauth],
SSH Logs,Jan 21 07:12:14,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52502,
SSH Logs,Jan 21 07:12:14,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52492 ssh2,
SSH Logs,Jan 21 07:12:15,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52502 ssh2,
SSH Logs,Jan 21 07:12:16,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52492 [preauth],
SSH Logs,Jan 21 07:12:16,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52502 [preauth],
SSH Logs,Jan 21 07:12:18,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52504 ssh2,
SSH Logs,Jan 21 07:12:18,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52508 ssh2,
SSH Logs,Jan 21 07:12:18,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52512,
SSH Logs,Jan 21 07:12:19,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52504 [preauth],
SSH Logs,Jan 21 07:12:19,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52508 [preauth],
SSH Logs,Jan 21 07:12:20,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52510 ssh2,
SSH Logs,Jan 21 07:12:20,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52512 ssh2,
SSH Logs,Jan 21 07:12:21,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52510 [preauth],
SSH Logs,Jan 21 07:12:22,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52512 [preauth],
SSH Logs,Jan 21 07:12:23,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52522 ssh2,
SSH Logs,Jan 21 07:12:23,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52526 ssh2,
SSH Logs,Jan 21 07:12:24,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin2 from 192.168.0.15 port 52530,
SSH Logs,Jan 21 07:12:25,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52522 [preauth],
SSH Logs,Jan 21 07:12:25,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52526 [preauth],
SSH Logs,Jan 21 07:12:25,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin2 from 192.168.0.15 port 52530 ssh2,
SSH Logs,Jan 21 07:12:26,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52528 ssh2,
SSH Logs,Jan 21 07:12:26,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin2 192.168.0.15 port 52530 [preauth],
SSH Logs,Jan 21 07:12:27,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user rewt from 192.168.0.15 port 52542,
